"island","site","transect","top_color","bowl_color","order","abundance","dateout","datecoll","duration","order_abbrev"
"saipan","ladta","L3","r","r","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L3","r","b","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladta","L3","r","b","Partial",1,2018-01-17,2018-01-20,3,"Parti"
"saipan","ladta","L3","r","y","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L3","r","y","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladta","L3","r","y","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladta","L3","r","y","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","ladta","L3","b","b","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L3","b","y","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L3","b","y","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladta","L3","b","y","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladta","L3","b","y","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","ladta","L3","b","y","Trichoptera",1,2018-01-17,2018-01-20,3,"Trich"
"saipan","ladta","L3","w","y","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L3","w","y","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladta","L3","w","y","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladta","L3","y","r","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L3","y","r","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladta","L3","y","r","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L3","w","r","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladta","L3","w","r","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L3","w","b","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladta","L3","w","b","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladta","L3","y","y","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladta","L3","y","b","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L1","b","w","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","ladtg","L1","b","w","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"saipan","ladtg","L1","b","r","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladtg","L1","b","r","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L1","y","r","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L1","y","r","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L1","r","b","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladtg","L1","r","b","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","ladtg","L1","b","y","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladtg","L1","b","y","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"saipan","ladtg","L1","r","y","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L1","r","y","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladtg","L1","w","r","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladtg","L1","w","r","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L1","w","r","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladtg","L1","y","y","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladtg","L1","b","b","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L1","w","w","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L1","r","r","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L1","r","r","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"saipan","ladtg","L1","r","w","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L1","r","w","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","ladtg","L1","y","b","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L1","y","b","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L1","y","b","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L1","y","b","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L1","w","b","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L1","w","b","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"saipan","ladtg","L1","w","y","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L1","w","y","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladtg","L2","b","y","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L2","b","y","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L2","b","y","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L2","b","b","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L2","r","b","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladtg","L2","r","b","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L2","r","b","Trichoptera",1,2018-01-17,2018-01-20,3,"Trich"
"saipan","ladtg","L2","y","y","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L2","y","y","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L2","b","r","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L2","b","r","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L2","r","w","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L2","r","w","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L2","r","w","Partial",1,2018-01-17,2018-01-20,3,"Parti"
"saipan","ladtg","L2","w","y","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L2","b","w","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L2","b","w","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L2","b","w","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L2","y","b","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L2","y","b","Trichoptera",1,2018-01-17,2018-01-20,3,"Trich"
"saipan","ladtg","L2","y","w","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L2","w","b","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L2","r","y","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L2","r","y","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L2","w","w","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","ladtg","L2","r","r","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L2","r","r","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L2","r","r","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","ladtg","L2","r","r","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"saipan","ladtg","L2","y","r","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","ladtg","L3","r","r","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L3","r","r","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladtg","L3","r","r","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","ladtg","L3","r","b","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","ladtg","L3","r","w","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L3","r","w","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L3","r","w","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladtg","L3","r","y","Trichoptera",1,2018-01-17,2018-01-20,3,"Trich"
"saipan","ladtg","L3","b","b","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L3","b","w","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","ladtg","L3","b","w","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","ladtg","L3","b","r","Blattodea",1,2018-01-17,2018-01-20,3,"Blatt"
"saipan","ladtg","L3","y","y","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L3","y","y","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladtg","L3","y","y","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L3","y","y","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"saipan","ladtg","L3","y","r","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L3","y","r","Partial",1,2018-01-17,2018-01-20,3,"Parti"
"saipan","ladtg","L3","w","y","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","ladtg","L3","w","y","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L3","w","y","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L3","w","y","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"saipan","ladtg","L3","y","w","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladtg","L3","y","w","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L3","y","w","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"saipan","ladtg","L3","y","w","Trichoptera",1,2018-01-17,2018-01-20,3,"Trich"
"saipan","ladtg","L3","w","r","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","ladtg","L3","w","r","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","ladtg","L3","w","b","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","ladtg","L3","w","b","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","ladtg","L3","w","b","Blattodea",1,2018-01-17,2018-01-20,3,"Blatt"
"saipan","ladtg","L3","w","b","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","mtrl","L1","w","y","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","mtrl","L1","w","y","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","mtrl","L1","w","b","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L1","w","w","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L1","w","w","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","mtrl","L1","w","w","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L1","w","r","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L1","r","y","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","mtrl","L1","r","b","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L1","r","b","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L1","r","w","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L1","r","w","other",1,2018-01-17,2018-01-20,3,"other"
"saipan","mtrl","L1","r","r","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","mtrl","L1","r","r","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L1","r","r","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","mtrl","L1","b","b","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","mtrl","L1","b","w","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","mtrl","L1","b","r","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L1","b","r","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L1","b","r","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","mtrl","L1","b","y","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","mtrl","L1","b","y","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L1","b","y","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L1","y","y","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","mtrl","L1","y","y","Araneae",1,2018-01-17,2018-01-20,3,"Arane"
"saipan","mtrl","L1","y","b","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","mtrl","L1","y","w","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","mtrl","L1","y","w","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L1","y","w","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L1","y","r","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L1","y","r","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"saipan","mtrl","L2","r","r","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L2","r","r","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L2","r","w","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L2","r","w","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L2","r","b","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L2","r","b","Lepidoptera",1,2018-01-17,2018-01-20,3,"Lepid"
"saipan","mtrl","L2","r","y","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","mtrl","L2","r","y","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","mtrl","L2","w","r","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L2","w","r","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","mtrl","L2","w","r","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L2","y","r","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L2","w","w","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L2","w","w","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","mtrl","L2","w","b","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L2","w","b","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L2","b","r","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L2","w","y","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L2","w","y","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","mtrl","L2","w","y","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L2","b","y","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L2","b","y","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L2","b","w","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L2","y","y","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L2","y","y","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","mtrl","L2","y","y","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"saipan","mtrl","L2","y","y","Trichoptera",1,2018-01-17,2018-01-20,3,"Trich"
"saipan","mtrl","L2","y","w","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","mtrl","L2","y","w","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L2","y","w","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"saipan","mtrl","L2","y","b","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L3","r","r","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L3","y","y","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","mtrl","L3","y","y","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"saipan","mtrl","L3","r","y","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","mtrl","L3","b","b","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","mtrl","L3","y","b","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","mtrl","L3","y","w","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L3","w","r","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L3","b","y","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L3","y","r","Diptera",1,2018-01-17,2018-01-20,3,"Dipte"
"saipan","mtrl","L3","y","r","Coleoptera",1,2018-01-17,2018-01-20,3,"Coleo"
"saipan","mtrl","L3","y","r","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L3","y","r","Crabronidae",1,2018-01-17,2018-01-20,3,"Crabr"
"saipan","mtrl","L3","w","b","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L3","w","b","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","mtrl","L3","w","b","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"saipan","mtrl","L3","b","r","Hemiptera",1,2018-01-17,2018-01-20,3,"Hemip"
"saipan","mtrl","L3","b","r","Apoidea",1,2018-01-17,2018-01-20,3,"Apoid"
"saipan","mtrl","L3","w","y","Formicidae",1,2018-01-17,2018-01-20,3,"Formi"
"saipan","mtrl","L3","w","y","Isoptera",1,2018-01-17,2018-01-20,3,"Isopt"
"guam","anao","L1","b","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"guam","anao","L1","b","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"guam","anao","L1","b","y","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"guam","anao","L1","b","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"guam","anao","L1","b","y","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"guam","anao","L1","b","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"guam","anao","L1","b","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"guam","anao","L1","b","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"guam","anao","L1","b","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"guam","anao","L1","b","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"guam","anao","L1","b","y","other",0,2018-01-12,2018-01-15,3,"other"
"guam","anao","L1","b","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"guam","anao","L1","y","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"guam","anao","L1","y","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"guam","anao","L1","y","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"guam","anao","L1","y","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"guam","anao","L1","y","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"guam","anao","L1","y","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"guam","anao","L1","y","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"guam","anao","L1","y","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"guam","anao","L1","y","w","other",0,2018-01-12,2018-01-15,3,"other"
"guam","anao","L1","y","w","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"guam","anao","L1","y","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"guam","anao","L1","y","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"guam","anao","L1","y","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"guam","anao","L1","y","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"guam","anao","L1","y","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"guam","anao","L1","y","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"guam","anao","L1","y","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"guam","anao","L1","y","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"guam","anao","L1","y","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"guam","anao","L1","y","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"guam","anao","L1","y","b","other",0,2018-01-12,2018-01-15,3,"other"
"guam","anao","L1","y","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"guam","anao","L1","y","r","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"guam","anao","L1","y","r","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"guam","anao","L1","y","r","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"guam","anao","L1","y","r","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"guam","anao","L1","y","r","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"guam","anao","L1","y","r","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"guam","anao","L1","y","r","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"guam","anao","L1","y","r","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"guam","anao","L1","y","r","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"guam","anao","L1","y","r","other",0,2018-01-12,2018-01-15,3,"other"
"guam","anao","L1","y","r","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"guam","anao","L1","w","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"guam","anao","L1","w","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"guam","anao","L1","w","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"guam","anao","L1","w","b","Formicidae",0,2018-01-12,2018-01-15,3,"Formi"
"guam","anao","L1","w","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"guam","anao","L1","w","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"guam","anao","L1","w","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"guam","anao","L1","w","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"guam","anao","L1","w","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"guam","anao","L1","w","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"guam","anao","L1","w","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"guam","anao","L1","w","b","other",0,2018-01-12,2018-01-15,3,"other"
"guam","anao","L1","w","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"guam","anao","L1","r","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"guam","anao","L1","r","b","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"guam","anao","L1","r","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"guam","anao","L1","r","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"guam","anao","L1","r","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"guam","anao","L1","r","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"guam","anao","L1","r","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"guam","anao","L1","r","b","other",0,2018-01-12,2018-01-15,3,"other"
"guam","anao","L1","r","b","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"guam","anao","L1","w","y","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"guam","anao","L1","w","y","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"guam","anao","L1","w","y","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"guam","anao","L1","w","y","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"guam","anao","L1","w","y","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"guam","anao","L1","w","y","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"guam","anao","L1","w","y","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"guam","anao","L1","w","y","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"guam","anao","L1","w","y","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"guam","anao","L1","w","y","other",0,2018-01-12,2018-01-15,3,"other"
"guam","anao","L1","w","y","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"guam","anao","L1","r","w","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"guam","anao","L1","r","w","Coleoptera",0,2018-01-12,2018-01-15,3,"Coleo"
"guam","anao","L1","r","w","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"guam","anao","L1","r","w","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"guam","anao","L1","r","w","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"guam","anao","L1","r","w","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"guam","anao","L1","r","w","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"guam","anao","L1","r","w","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"guam","anao","L1","r","w","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"guam","anao","L1","r","w","other",0,2018-01-12,2018-01-15,3,"other"
"guam","anao","L1","r","w","Partial",0,2018-01-12,2018-01-15,3,"Parti"
"guam","anao","L1","b","b","Diptera",0,2018-01-12,2018-01-15,3,"Dipte"
"guam","anao","L1","b","b","Hemiptera",0,2018-01-12,2018-01-15,3,"Hemip"
"guam","anao","L1","b","b","Apoidea",0,2018-01-12,2018-01-15,3,"Apoid"
"guam","anao","L1","b","b","Crabronidae",0,2018-01-12,2018-01-15,3,"Crabr"
"guam","anao","L1","b","b","Lepidoptera",0,2018-01-12,2018-01-15,3,"Lepid"
"guam","anao","L1","b","b","Blattodea",0,2018-01-12,2018-01-15,3,"Blatt"
"guam","anao","L1","b","b","Araneae",0,2018-01-12,2018-01-15,3,"Arane"
"guam","anao","L1","b","b","Isoptera",0,2018-01-12,2018-01-15,3,"Isopt"
"guam","anao","L1","b","b","Trichoptera",0,2018-01-12,2018-01-15,3,"Trich"
"guam","anao","L1","b","b","other",0,2018-01-12,2018-01-15,3,"other"
